ID,L,Section,B,H,RECT_TH (in),Type,MIN FX,MAX FX,MIN FY,MAX FY,MIN FZ,MAX FZ,MIN MX,MAX MX,MIN MY,MAX MY,MIN MZ,MAX MZ,AREA TOP,AREA BOTTOM,STIRRUP SPACING,BAR TYPE TOP,BAR COUNT TOP,BAR TYPE BOTTOM,BAR COUNT BOTTOM,EFFICIENCY MIN MY,EFFICIENCY MAX MY
1,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.96,3.74,-1.48,2.23,-9.03,14.93,-13.19,16.79,-30.44,22.93,-0.51,3.22,0.9817477042468103,0.9203884727313847,7.06573409979766,4,5,5,3,0.233573091947689,0.186706524057924
2,73.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.48,7.13,-1.11,1.07,-13.76,14.1,-19.21,12.97,-46.2,1.66,-2.35,0.23,1.2026409377023426,0.7853981633974483,7.84956809290632,7,2,4,4,0.293401882670095,0.0156048181450940
3,67.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.76,20.81,-0.14,0.79,-29.41,33.79,-0.31,13.41,-149.82,8.58,-2.58,0.69,2.0,0.7853981633974483,0.366486827168420,9,2,4,4,0.586296525125016,0.0803092703062916
4,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.37,1.04,-0.82,0.94,-6.95,19.03,-17.92,19.3,-72.81,45.98,-0.98,0.41,1.325359400733194,1.2026409377023426,4.19686863426059,6,3,7,2,0.421371248833356,0.291453217191691
5,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-4.65,1.35,-5.15,5.28,-25.02,32.39,-13.55,13.8,-228.76,17.72,-0.98,0.64,3.0,0.8835729338221293,0.112182460327906,9,3,6,2,0.607095266593225,0.148741912029049
6,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-6.75,5.33,-0.42,0.21,-6.03,16.24,-21.1,7.1,-56.19,27.32,-0.19,0.86,1.2026409377023426,0.9203884727313847,5.99162008066374,7,2,5,3,0.356633894492942,0.222131931808251
7,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.42,2.79,-0.79,0.49,-14.15,25.33,-18.45,16.93,-117.67,93.45,-0.64,0.89,1.7671458676442586,1.5707963267948966,1.59855547216656,6,4,8,2,0.518283758656571,0.460308966245237
8,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-5.63,3.22,-4.86,4.63,-26.59,31.24,-24.18,17.05,-213.23,24.36,-0.27,0.7,2.53125,0.9203884727313847,0.113761527208037,10,2,5,3,0.665757964952701,0.197190675397861
9,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.38,2.17,-0.47,0.66,-10.37,19.87,-21.35,9.39,-99.2,48.44,-1.27,0.15,1.5707963267948966,1.2026409377023426,3.75522949723096,8,2,7,2,0.488825431594442,0.306874272968261
10,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.77,5.18,-6.46,6.75,-57.4,57.37,-17.0,8.55,-370.67,32.48,-0.67,0.24,3.796875,0.9817477042468103,2.77078620362340,10,3,4,5,0.786015248876494,0.247476134891544
11,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.28,4.51,-0.42,0.16,-15.5,27.83,-32.02,9.23,-153.69,87.43,-0.94,0.44,2.0,1.5707963267948966,0.893510963348153,9,2,8,2,0.601485185301463,0.430605213165450
12,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-5.91,15.46,-6.15,7.95,-38.44,30.53,-36.52,35.51,-224.08,16.55,-3.23,0.58,3.0,0.8835729338221293,0.261755981329155,9,3,6,2,0.594675237533703,0.138920916708847
13,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-8.49,11.83,-1.41,2.13,-15.73,18.48,-22.16,6.02,-58.04,47.71,-3.75,0.76,1.2026409377023426,1.2026409377023426,4.50778734361359,7,2,7,2,0.368021005135725,0.302520367936345
14,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-8.94,14.23,-4.95,5.7,-48.91,26.31,-32.91,37.76,-469.56,19.37,-4.8,2.6,4.6875,0.8835729338221293,1.30621095058834,11,3,6,2,0.817669316800759,0.162292227880040
15,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-4.06,4.87,-0.82,0.63,-16.14,27.7,-11.03,31.71,-130.42,91.98,-0.88,1.05,1.803961406553514,1.5707963267948966,0.927036466064227,7,3,8,2,0.563263632164199,0.453059069501962
16,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-4.76,14.34,-7.8,7.94,-52.2,28.21,-49.61,37.38,-477.93,24.01,-3.08,2.85,4.6875,0.9203884727313847,0.797285009215848,11,3,5,3,0.831955896347458,0.193872774871904
17,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-4.21,4.04,-0.37,0.4,-18.26,43.48,-5.4,9.52,-194.3,121.45,-0.7,0.15,2.356194490192345,1.7671458676442586,1.67769295975209,8,3,6,4,0.649886855486955,0.534861295792562
18,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.99,4.16,-1.19,0.24,-23.46,59.59,-14.32,36.21,-288.28,190.0,-0.41,2.29,3.125,2.356194490192345,2.66895667205879,11,2,8,3,0.734815648581311,0.635616016489026
19,6.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.93,23.36,-0.77,1.82,-6.33,163.58,-24.73,20.23,-333.77,637.08,-3.09,1.64,3.796875,0.0,0.972265118522945,10,3,11,0,0.712788510908553,56.2034122172115
20,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.29,0.59,-0.6,0.69,-17.92,29.99,-10.32,23.09,-162.0,119.82,-0.83,0.53,2.356194490192345,1.7671458676442586,0.379006672556822,8,3,6,4,0.541851109567095,0.527682836244255
21,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.37,5.58,-3.95,4.23,-28.68,30.64,-27.07,32.92,-207.1,49.32,-1.3,0.8,2.405281875404685,1.2026409377023426,0.238378267296967,7,4,7,2,0.679064511571817,0.312060013580595
22,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-7.65,1.26,-3.91,3.52,-24.26,26.38,-30.35,24.67,-172.36,37.93,-0.57,1.67,2.356194490192345,1.2026409377023426,1.28616035291808,8,3,7,2,0.576451471404446,0.240005729796142
23,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-5.81,3.61,-0.85,0.65,-21.2,28.53,-20.58,7.37,-147.77,109.22,-0.62,1.18,2.0,1.7671458676442586,0.718240803013638,9,2,6,4,0.578323955514077,0.481025977457717
24,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.75,2.94,-3.84,3.2,-27.04,28.6,-27.38,20.13,-189.89,43.2,-0.92,1.91,2.356194490192345,1.2026409377023426,0.701185668181087,8,3,7,2,0.635079890374740,0.273352162594077
25,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-6.28,4.56,-0.7,0.73,-17.73,36.13,-9.62,17.42,-220.58,152.74,-1.46,0.23,2.53125,2.0,0.747539161085550,10,2,9,2,0.688707836425969,0.597797731254948
26,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.26,1.06,-3.76,3.65,-40.08,43.04,-10.72,8.32,-258.01,49.66,-0.29,0.37,3.0,1.2026409377023426,1.63095004391313,9,3,7,2,0.684457171186293,0.314039415363295
27,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-13.9,0.81,-3.53,3.56,-42.05,42.18,-10.33,10.0,-234.87,48.36,-0.3,0.11,3.0,1.2026409377023426,1.53677311261311,9,3,7,2,0.623070639884208,0.305818488259543
28,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-6.61,0.94,-3.73,3.66,-35.51,37.93,-10.18,10.71,-217.86,38.12,-0.17,0.35,2.53125,1.2026409377023426,1.00866306063857,10,2,7,2,0.680191373710956,0.241162829021133
29,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.13,1.47,-0.36,0.05,-18.85,45.65,-2.79,3.62,-232.66,165.7,-0.21,0.69,3.0,2.356194490192345,1.89504030427209,9,3,8,3,0.616831973745110,0.554316615917417
30,35.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-0.79,0.58,-2.42,2.41,-26.36,36.71,-10.63,11.81,-183.35,29.99,-0.03,0.03,3.125,0.6135923151542565,0.834475344320918,11,2,5,2,0.862183869084672,0.612519728546175
31,32.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-0.84,1.27,-2.41,2.41,-31.54,36.16,-13.65,13.97,-169.1,30.06,-0.03,0.02,3.125,0.6135923151542565,0.752104255808100,11,2,5,2,0.795174760088454,0.613949417809203
32,32.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-0.32,1.93,-2.4,2.4,-35.06,36.63,-12.82,12.64,-168.68,29.37,-0.02,0.02,3.125,0.6135923151542565,0.822647826645397,11,2,5,2,0.793199754770671,0.599856766502206
33,32.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-0.78,1.25,-2.4,2.41,-29.17,34.46,-13.77,13.94,-159.38,27.11,-0.06,0.04,2.53125,0.6135923151542565,0.480878986941988,10,2,5,2,0.902621062206589,0.554269642678123
34,35.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-0.79,0.58,-2.41,2.43,-23.97,33.66,-12.07,10.86,-164.56,24.81,-0.08,0.07,2.53125,0.6135923151542565,0.343763811349403,10,2,5,2,0.931957096227358,0.507245659713915
35,32.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-0.39,0.79,-2.4,2.38,-14.34,18.36,-21.67,16.68,-107.97,22.52,-0.26,0.21,2.0,0.6135923151542565,4.57809967919276,9,2,5,2,0.757614039475216,0.461050452213741
36,15.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-0.7,0.45,-0.41,0.41,-17.84,21.73,-19.68,23.08,-112.74,83.62,-0.2,0.23,2.0,1.5707963267948966,2.89882237045463,9,2,8,2,0.789042623060548,0.733769763135223
37,13.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-0.42,0.46,-0.45,0.44,-17.83,23.79,-15.65,18.69,-119.02,92.95,-0.24,0.27,2.0,1.5707963267948966,2.10661665027235,9,2,8,2,0.832994970699542,0.815640988799557
38,15.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-0.61,0.28,-0.05,0.04,-29.35,39.54,-6.56,5.38,-161.39,88.66,-0.04,0.07,2.53125,1.5707963267948966,1.22208118083007,10,2,8,2,0.906028124960739,0.778104825540944
39,14.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-2.85,2.73,-0.04,0.03,-16.68,23.61,-13.35,17.01,-133.01,98.67,-0.05,0.09,2.53125,1.5707963267948966,2.17032656120199,10,2,8,2,0.746705501586393,0.865955370360083
40,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.15,1.1,-0.88,1.05,-29.04,35.7,-11.06,24.08,-220.64,191.0,-1.44,0.67,2.53125,2.356194490192345,0.681263022129437,10,2,8,3,0.688920622644317,0.638917512164979
41,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-4.36,0.74,-1.14,1.25,-41.89,40.14,-15.71,15.26,-268.37,82.86,-0.36,0.21,3.0,1.5707963267948966,1.29723691803739,9,3,8,2,0.711733333212540,0.407955788437595
42,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.45,3.67,-0.79,0.97,-31.88,30.37,-29.8,36.96,-237.47,74.21,-1.6,0.92,3.0,1.325359400733194,0.296062236087557,9,3,6,3,0.629897519958806,0.428640796726178
43,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-7.96,0.47,-1.28,1.28,-40.91,42.25,-14.39,13.66,-236.32,80.36,-0.24,0.22,3.0,1.5707963267948966,1.54458200923126,9,3,8,2,0.626734811285865,0.395647202013579
44,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-4.57,1.77,-1.14,1.29,-41.39,39.52,-16.3,21.74,-247.94,74.21,-0.4,0.24,3.0,1.325359400733194,1.21953668750053,9,3,6,3,0.657669562886202,0.428640796726178
45,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.35,0.6,-1.1,1.13,-40.29,38.96,-13.08,15.7,-269.26,64.6,-0.45,0.36,3.0,1.227184630308513,1.14723023331676,9,3,5,4,0.714284566387909,0.400912614651434
46,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-4.86,1.44,-0.87,0.88,-30.13,27.86,-27.55,33.22,-210.33,61.61,-1.26,0.93,2.53125,1.2026409377023426,0.885818740487405,10,2,7,2,0.656681591997730,0.389770249107870
47,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.41,1.91,-0.66,0.39,-31.41,39.28,-21.73,9.97,-260.49,216.04,-0.31,1.25,3.0,2.53125,1.18880065911458,9,3,10,2,0.690588794915294,0.674604012084598
48,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.83,1.15,-0.08,0.09,-33.23,49.02,-5.51,6.32,-268.5,197.36,-0.05,0.15,3.0,2.356194490192345,2.19443267829500,9,3,8,3,0.711851564302253,0.660228891475325
49,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.5,1.9,-0.79,0.93,-32.62,39.9,-6.46,19.71,-234.99,208.65,-1.22,0.71,3.0,2.53125,1.26744586190529,9,3,10,2,0.622985377239606,0.651528083324622
50,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.54,11.17,-0.04,0.14,-59.2,52.65,-11.82,13.09,-370.13,73.53,-0.09,0.22,3.796875,1.325359400733194,2.47404729135842,10,3,6,3,0.783823599418301,0.424555631138838
51,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.59,10.96,-0.06,0.11,-60.66,52.1,-13.82,11.54,-394.76,70.4,-0.23,0.15,4.0,1.325359400733194,2.43418598637276,9,4,6,3,0.795576551622726,0.406452939289069
52,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.99,10.52,-0.07,0.09,-62.91,51.54,-13.14,12.22,-417.29,67.56,-0.11,0.12,4.6875,1.325359400733194,2.39272584187080,11,3,6,3,0.724016619496389,0.389973804129645
53,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.61,10.46,-0.14,0.03,-58.38,49.92,-13.3,11.8,-377.84,64.88,-0.22,0.1,4.0,1.325359400733194,2.26754987760459,9,4,6,3,0.761476958823414,0.374583333822085
54,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.56,10.24,-0.12,0.03,-55.48,48.28,-11.88,10.95,-350.15,62.49,-0.18,0.05,3.796875,1.227184630308513,2.13227195298303,10,3,5,4,0.741764150064692,0.387632606708387
55,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.75,9.39,-0.75,0.68,-33.76,30.14,-36.68,29.39,-228.96,62.1,-1.69,0.53,3.0,1.227184630308513,0.346015597544098,9,3,5,4,0.607377977865913,0.385397420585976
56,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.95,4.53,-0.94,1.61,-32.16,36.86,-27.96,11.14,-228.25,189.98,-3.04,0.16,3.0,2.356194490192345,0.856513561856237,9,3,8,3,0.605140110063275,0.635540559396444
57,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.79,5.29,-0.3,0.26,-37.97,46.72,-6.54,5.18,-228.83,167.09,-0.47,0.13,3.0,2.356194490192345,1.99477932127613,9,3,8,3,0.606677815490817,0.558966586322518
58,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.4,5.54,-1.91,0.96,-30.05,32.81,-10.12,31.88,-184.0,158.58,-0.23,3.55,2.356194490192345,2.356194490192345,0.190752511125294,8,3,8,3,0.615487755248456,0.530456783844022
59,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.91,1.37,-0.3,0.4,-24.36,25.82,-12.31,30.95,-130.03,104.87,-0.76,0.13,1.7671458676442586,1.5707963267948966,1.44960922192018,6,4,8,2,0.572724034487244,0.516560741467502
60,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.24,0.61,-0.23,0.39,-37.29,33.89,-28.66,32.58,-250.25,37.16,-0.86,0.31,3.0,1.2026409377023426,0.383847444379489,9,3,7,2,0.663871195261307,0.234992039365687
61,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.64,0.37,-0.1,0.07,-58.24,53.21,-8.91,9.74,-368.91,54.21,-0.17,0.05,3.796875,1.2026409377023426,2.51378669216352,10,3,7,2,0.781575867642062,0.342638792844459
62,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.38,0.37,-0.15,0.04,-59.21,52.74,-10.18,9.01,-378.91,51.49,-0.12,0.28,4.0,1.2026409377023426,2.48049089666327,9,4,7,2,0.764037958749825,0.325413647481998
63,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.99,0.39,-0.07,0.06,-60.07,52.72,-10.17,8.93,-386.21,48.86,-0.12,0.12,4.0,1.2026409377023426,2.47906088562255,9,4,7,2,0.778757752629305,0.308792208505931
64,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.22,0.34,-0.06,0.12,-57.1,51.11,-10.85,10.36,-363.39,46.98,-0.22,0.11,3.796875,1.2026409377023426,2.36027372119000,10,3,7,2,0.769881148633675,0.296940979299625
65,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.29,0.3,-0.09,0.09,-55.03,49.46,-8.78,8.5,-345.93,45.24,-0.02,0.17,3.796875,1.2026409377023426,2.23051132005704,10,3,7,2,0.732890243944102,0.285943165251491
66,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.28,1.13,-0.36,0.35,-27.31,29.9,-26.94,11.64,-170.31,136.58,-0.08,0.69,2.356194490192345,2.0,0.398960204347127,8,3,9,2,0.569665893196866,0.534546349974145
67,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.93,0.38,-0.11,0.1,-34.0,39.22,-6.77,4.94,-173.78,116.5,-0.14,0.2,2.356194490192345,1.7671458676442586,1.18105787582919,8,3,6,4,0.581252381608456,0.513061679372857
68,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.12,6.81,-0.09,0.03,-59.94,52.41,-6.7,7.04,-391.43,37.78,-0.15,0.07,4.0,1.2026409377023426,2.45675615130740,9,4,7,2,0.789283413458194,0.238767286888131
69,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.11,6.89,-0.06,0.03,-59.83,51.85,-7.22,6.79,-393.48,35.91,-0.1,0.08,4.0,1.2026409377023426,2.41578765458092,9,4,7,2,0.793417054205171,0.226949001380434
70,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.1,6.89,-0.07,0.03,-60.46,52.12,-7.69,6.46,-397.98,34.26,-0.13,0.08,4.0,0.9817477042468103,2.43565022812780,9,4,4,5,0.803377594473211,0.260994466624160
71,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.11,6.54,-0.05,0.06,-57.76,50.3,-8.74,8.0,-377.45,32.76,-0.1,0.1,4.0,0.9817477042468103,2.29763598190896,9,4,4,5,0.761934954103004,0.249567388400685
72,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.1,6.23,-0.06,0.11,-56.43,48.88,-6.5,7.02,-364.34,31.36,-0.11,0.18,3.796875,0.9817477042468103,2.18281689627702,10,3,4,5,0.772592321406269,0.238942475067698
73,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.13,5.21,-0.29,0.26,-32.91,29.23,-28.06,23.53,-217.96,30.9,-0.77,0.17,2.53125,0.9817477042468103,0.551365381798805,10,2,4,5,0.680519733535515,0.235799639754493
74,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.57,1.44,-0.49,1.04,-25.19,24.16,-25.61,11.42,-123.93,102.35,-1.94,0.06,1.7671458676442586,1.5707963267948966,1.97863866349251,6,4,8,2,0.545856260816766,0.504147915411450
75,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.16,1.54,-0.11,0.15,-34.07,32.62,-5.59,3.74,-126.67,88.03,-0.26,0.06,1.7671458676442586,1.5707963267948966,0.155459530656679,6,4,8,2,0.557924736203177,0.433611538775476
76,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.37,1.43,-1.25,0.59,-22.88,21.14,-12.61,30.07,-96.55,79.32,-0.08,2.37,1.5707963267948966,1.5707963267948966,3.15415847256287,8,2,8,2,0.475634383540928,0.390754213386498
77,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-5.5,4.97,-2.14,0.95,-13.14,23.95,-19.36,2.66,-142.54,80.45,-3.29,3.67,2.0,1.5707963267948966,2.05078956617867,9,2,8,2,0.557848255012496,0.396227718164937
78,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.4,9.84,-0.09,0.25,-27.65,38.58,-5.74,7.61,-204.26,30.38,-0.4,0.23,2.405281875404685,0.9817477042468103,1.09696967055523,7,4,4,5,0.669735842435951,0.231883001879253
79,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.39,13.59,-4.47,4.43,-28.06,37.09,-7.54,6.36,-199.01,31.77,-0.11,0.27,2.356194490192345,0.9817477042468103,0.889959285252654,8,3,4,5,0.665558984039288,0.242514735301083
80,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.45,9.54,-4.64,4.44,-27.0,33.9,-10.28,7.62,-181.55,34.62,-0.23,0.58,2.356194490192345,0.9817477042468103,0.385577872861973,8,3,4,5,0.607166642642746,0.264270070384750
81,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.53,12.69,-4.33,4.73,-18.51,23.0,-20.15,17.04,-139.29,38.48,-2.09,0.41,2.0,1.2026409377023426,2.39364826565126,9,2,7,2,0.545113107318052,0.243596760241816
82,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-7.4,7.51,-1.07,1.29,-6.93,19.94,-12.78,1.4,-107.63,47.46,-1.49,2.01,1.7671458676442586,1.2026409377023426,3.72010582296786,6,4,7,2,0.474106960700732,0.300555035403666
83,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.97,1.02,-5.67,5.48,-19.3,20.26,-18.42,14.6,-91.11,23.89,-0.51,0.94,1.5707963267948966,0.9203884727313847,3.56263129861694,8,2,5,3,0.449091480551886,0.193902680037922
84,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.49,0.9,-5.56,5.53,-27.84,32.65,-8.33,6.3,-140.84,20.68,-0.12,0.14,2.0,0.8835729338221293,0.161059414702019,9,2,6,2,0.551161206604087,0.173971017148816
85,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.75,0.84,-5.53,5.51,-27.43,36.37,-5.03,3.79,-163.24,18.78,-0.1,0.1,2.356194490192345,0.8835729338221293,0.783849048392106,8,3,6,2,0.545924076912050,0.157836830644464
86,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.36,0.71,-0.05,0.04,-27.19,37.64,-2.08,2.97,-174.28,17.93,-0.11,0.11,2.356194490192345,0.8835729338221293,0.968280815356560,8,3,6,2,0.582845185764715,0.150692991131802
87,58.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.39,27.22,-0.97,6.01,-12.45,15.65,-12.26,4.7,-65.16,8.45,-1.26,12.35,1.325359400733194,0.7853981633974483,6.45312524664403,6,3,4,4,0.377515044139756,0.0793632462070495
88,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.96,6.38,-1.15,1.26,-19.61,19.61,-15.77,13.13,-52.89,9.59,-2.11,0.54,1.2026409377023426,0.7853981633974483,3.88788424834162,7,2,4,4,0.335887999446349,0.0901507265129226
89,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.77,8.19,-0.38,0.43,-28.28,30.93,-6.39,3.86,-89.45,7.89,-0.81,0.14,1.5707963267948966,0.7853981633974483,0.177543165534403,8,2,4,4,0.440986279071227,0.0739936473704623
90,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.69,9.85,-0.44,0.21,-28.73,33.76,-2.62,1.74,-105.45,7.09,-0.73,0.07,1.5707963267948966,0.7853981633974483,0.361258586789719,8,2,4,4,0.519865881811748,0.0664911229222532
91,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.62,10.87,-0.25,0.06,-28.85,34.47,-0.41,2.22,-111.32,6.97,-0.61,0.58,1.7671458676442586,0.7853981633974483,0.482552651291584,6,4,4,4,0.490436453550143,0.0653024082479098
92,67.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.96,16.62,-1.13,1.27,-28.29,22.64,-22.07,19.64,-131.21,7.18,-0.26,3.09,1.803961406553514,0.7853981633974483,2.53109143595314,7,3,4,4,0.566777131587518,0.0672588549242920
93,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-6.5,2.05,-4.79,5.46,-28.89,26.51,-11.43,20.5,-145.33,16.07,-1.82,1.01,2.0,0.8835729338221293,1.24920445529910,9,2,6,2,0.568732307269043,0.135189276865642
94,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.55,7.33,-5.06,4.51,-40.6,28.43,-13.64,20.58,-169.76,23.66,-0.15,1.35,2.356194490192345,0.9203884727313847,0.742750971156493,8,3,5,3,0.567731802058426,0.191593163459873
95,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.68,4.81,-0.61,0.42,-55.46,37.09,-5.55,33.54,-231.19,34.15,-0.45,1.71,3.0,0.9817477042468103,0.889959285252654,9,3,4,5,0.613461315214295,0.260420089086354
96,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-5.58,1.01,-3.47,3.92,-24.96,28.48,-25.39,31.81,-198.1,52.31,-1.16,0.16,2.356194490192345,1.2026409377023426,0.730474371839153,8,3,7,2,0.662537923446396,0.330996565400375
97,32.0,Level 3 Main Beam,10.0,20.0,0.0,RC Beam,-0.49,0.5,-0.04,0.05,-14.88,21.43,-17.91,23.02,-125.15,30.56,-0.08,0.06,2.0,0.6135923151542565,3.02689734530934,9,2,5,2,0.878164277487480,0.625652833909943
98,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-4.74,2.0,-0.33,0.43,-28.93,27.75,-28.49,35.18,-199.31,86.88,-0.85,0.17,2.356194490192345,1.5707963267948966,0.914104868828075,8,3,8,2,0.666623730952744,0.427833064164715
99,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.0,9.9,-0.77,0.77,-33.86,31.4,-30.68,38.7,-241.52,77.72,-0.17,1.69,3.0,1.5707963267948966,0.0813347168783158,9,3,8,2,0.640525523111722,0.382649334749818
100,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.98,0.66,-0.36,0.42,-33.23,31.44,-28.35,34.54,-224.96,57.12,-0.82,0.08,3.0,1.2026409377023426,0.0732795836507352,9,3,7,2,0.596781075268666,0.361214889358667
